,name,Morgan radius 2 tanimoto similarity average,Morgan radius 2 tanimoto similarity std,Morgan radius 2 tanimoto similarity max,Morgan radius 2 tanimoto similarity median,Morgan radius 2 tanimoto similarity percentile 80,Morgan radius 2 tanimoto similarity percentile 90,Morgan radius 2 tanimoto similarity percentile 95,Morgan radius 3 tanimoto similarity average,Morgan radius 3 tanimoto similarity std,Morgan radius 3 tanimoto similarity max,Morgan radius 3 tanimoto similarity median,Morgan radius 3 tanimoto similarity percentile 80,Morgan radius 3 tanimoto similarity percentile 90,Morgan radius 3 tanimoto similarity percentile 95,Morgan radius 4 tanimoto similarity average,Morgan radius 4 tanimoto similarity std,Morgan radius 4 tanimoto similarity max,Morgan radius 4 tanimoto similarity median,Morgan radius 4 tanimoto similarity percentile 80,Morgan radius 4 tanimoto similarity percentile 90,Morgan radius 4 tanimoto similarity percentile 95,custom fingerprint tanimoto similarity average,custom fingerprint tanimoto similarity std,custom fingerprint tanimoto similarity max,custom fingerprint tanimoto similarity median
sm6-22,sm6-22,0.15578547203510687,0.042327889162059505,0.2727272727272727,0.15034246575342464,0.19377510040160645,0.2071652485445589,0.21854278074866307,0.12184213354621132,0.031251002788945915,0.21,0.1188235294117647,0.14807729845793483,0.16288060212110844,0.16913106973347933,0.11401290064949213,0.029511176161228322,0.19444444444444445,0.1111111111111111,0.13672187321530554,0.15224748127098942,0.16086620926243564,0.37849586099477983,0.09552318694100936,0.7391304347826086,0.36626016260162597
sm6-23me,sm6-23me,0.15787725411084597,0.04050312886412694,0.2608695652173913,0.15514157973174367,0.19097308488612838,0.21142323617764067,0.23065223970944299,0.12808725615876115,0.031515238533625374,0.20300751879699247,0.12687234518220433,0.1542145593869732,0.1658273381294964,0.18476686683150825,0.11491230239667044,0.02796273759495799,0.18421052631578946,0.11219405594405595,0.13994405594405596,0.1484550849191733,0.16498716067498165,0.3635845525605919,0.088436458449699,0.68,0.34615384615384615
sm6-24,sm6-24,0.14904315778519062,0.04746655489107749,0.3157894736842105,0.14093015557762328,0.17942857142857144,0.2041415465268676,0.2442567567567567,0.12066742958089735,0.03738031861565105,0.26666666666666666,0.11230817742274543,0.1415954415954416,0.16697722567287784,0.19322884012539185,0.10982823257120261,0.032550334993863415,0.2318840579710145,0.10155065210797695,0.1310310559006211,0.1469848484848485,0.17289098380468937,0.38517232745897356,0.10509581213095168,0.6875,0.3761792452830189
sm7-25,sm7-25,0.21628404430934448,0.1089813084428664,0.5584415584415584,0.19574036511156187,0.3030696416497634,0.3410256410256409,0.43902439024390244,0.17969311869028545,0.09616573212569227,0.5051546391752577,0.16100230414746544,0.26408668730650153,0.30051724137931035,0.3644859813084112,0.1629040714045571,0.08385128278561817,0.44144144144144143,0.1477590558701139,0.23782154083007262,0.26754694332504503,0.3170731707317073,0.39153391504205415,0.10614815238887007,0.7619047619047619,0.375
sm7-26,sm7-26,0.20905448089845444,0.09984941629703367,0.4915254237288136,0.1837719298245614,0.275343198431093,0.3611688311688311,0.4173626373626373,0.17626020320448285,0.09321855805727106,0.4583333333333333,0.1545138888888889,0.23357303370786522,0.3269349845201237,0.39002959066250203,0.16091797485346748,0.08282945538625461,0.4074074074074074,0.14152202937249664,0.20670175438596497,0.2938578883982335,0.35237299465240646,0.35077272807421006,0.10124892308626036,0.7619047619047619,0.3224789915966387
sm7-27,sm7-27,0.20161589894438306,0.12464745820344635,0.6491228070175439,0.16848018923713778,0.23927203065134103,0.40311250217353484,0.48724232707283555,0.17227818212926801,0.11134194891707075,0.5633802816901409,0.13748313090418351,0.21291005291005305,0.3563332195288493,0.43373964681981547,0.15652887367094612,0.09831000580299037,0.5,0.12835643564356436,0.19137622262019566,0.31886689170696086,0.3902146464646464,0.41913366532132795,0.17076024019735495,1.0,0.3647450110864745
sm7-29,sm7-29,0.2171280431999914,0.1603038542864033,0.7678571428571429,0.16640230713770726,0.23927203065134103,0.45664335664335665,0.6223684210526313,0.19013780228269672,0.1520780752402116,0.7313432835820896,0.13552873261611126,0.20034620045006063,0.4273460246360582,0.5656202273884269,0.1762099823949487,0.14057042181495763,0.6891891891891891,0.12608827314709667,0.18862585796330023,0.3959615384615384,0.5116422210581453,0.41913366532132795,0.17076024019735495,1.0,0.3647450110864745
sm7-30,sm7-30,0.22057985448830986,0.14703454406933955,0.7777777777777778,0.178015350877193,0.27415921668795235,0.4464902186421173,0.49727974727974666,0.18863451182325114,0.139580137180226,0.7415730337078652,0.1443627450980392,0.2256571261682243,0.4088965253913707,0.44939956950266174,0.17310007406679045,0.12685021373398941,0.6732673267326733,0.13295365278868815,0.2035263592404765,0.36998712998712996,0.411265721166711,0.42782755432782105,0.15660792006804303,0.9629629629629629,0.39811320754716983
sm7-31,sm7-31,0.2121682914098027,0.15922098886323438,0.7678571428571429,0.16080808080808082,0.24354315379623642,0.4197154471544715,0.5785572249226688,0.1855796376510735,0.15211544886883588,0.7313432835820896,0.13264745150396606,0.20091198303287394,0.39468354430379743,0.5404269662921347,0.1716555113585673,0.1392715852760673,0.6891891891891891,0.1255252100840336,0.18940077319587642,0.36479311169576656,0.5051965437507606,0.4340104096272185,0.157960288403451,0.9565217391304348,0.38461538461538464
sm7-32,sm7-32,0.21155074497705742,0.1546092916976043,0.7678571428571429,0.1664614437432661,0.23894523326572015,0.45664335664335665,0.5622294372294371,0.18440493435938185,0.1481627993608913,0.7313432835820896,0.1345318532818533,0.21158730158730163,0.4273460246360582,0.533898734177215,0.1703178763195853,0.13721356419450742,0.6891891891891891,0.12393037372924742,0.19863247863247865,0.3959615384615384,0.4960185569865669,0.4132129047240548,0.16787454266770022,0.9545454545454546,0.358974358974359
sm7-34,sm7-34,0.20703558045031636,0.15474553212791997,0.7678571428571429,0.15933268858800775,0.23945249597423526,0.4197154471544715,0.5564835164835163,0.18021117217306223,0.1485678764366975,0.7313432835820896,0.12832274758880263,0.2022663500971294,0.3945098039215686,0.5287948717948716,0.16647525180888714,0.1359526536947787,0.6891891891891891,0.12123153451914381,0.18911637931034497,0.36479311169576656,0.4910198935275986,0.42813099425034007,0.1557617272272782,0.9565217391304348,0.375
sm7-35,sm7-35,0.20692695515565718,0.15824840200168794,0.7758620689655172,0.15384615384615385,0.2222222222222222,0.4586881472957422,0.5763752665245198,0.17973535177390387,0.1523691090845866,0.7428571428571429,0.12837528604118992,0.18784979669935425,0.4307837328305951,0.5564534883720927,0.16690999262402156,0.1415162228615936,0.7012987012987013,0.12108993157380255,0.18014278159703873,0.39527972027972025,0.5183433014354063,0.4233109628050025,0.17284115085819252,0.9545454545454546,0.3675438596491228
sm7-36,sm7-36,0.2119392301561792,0.14681885941430076,0.7777777777777778,0.16580756013745704,0.26536918138041743,0.4332632464255676,0.46800920598388873,0.18092723797764046,0.13935173954417196,0.7415730337078652,0.13706685610545427,0.22384373596766954,0.3959615384615384,0.43298925637244534,0.16635580241496858,0.12756893124974497,0.6732673267326733,0.1248839655919302,0.19977487397836835,0.3664629847238543,0.3977048494983276,0.43155977797108275,0.1579644115208278,0.9629629629629629,0.4078309078309078
sm7-37,sm7-37,0.2027081102435216,0.1577058551242487,0.7758620689655172,0.149468085106383,0.22878883956880178,0.424519368723099,0.5587692307692305,0.1759754797210624,0.15084935671287167,0.7428571428571429,0.125,0.19179487179487198,0.3959615384615384,0.5299470457079151,0.16288726637828335,0.13878823361614695,0.7012987012987013,0.11822947000582411,0.18356234096692123,0.36617848970251715,0.4930574555403554,0.4384210209209682,0.15984331058412632,0.9565217391304348,0.38585607940446653
sm7-38,sm7-38,0.20295709686008867,0.1553996101850925,0.7833333333333333,0.15026881720430108,0.21739130434782608,0.44512658227848095,0.5583333333333325,0.17767476585338282,0.1492345261203504,0.75,0.1271551724137931,0.1935328185328186,0.41717687074829934,0.5259659090909083,0.16523924150097372,0.13893252468357586,0.7088607594936709,0.11681547619047619,0.1771583430120016,0.38742138364779877,0.4911626575028629,0.4131327599016992,0.1649765383798333,0.9130434782608695,0.35599078341013823
sm7-39,sm7-39,0.2095295606770512,0.1463837617263589,0.76,0.1622034296452901,0.2599961442066706,0.42793126239259743,0.47773089545241393,0.18015976325354702,0.13932024446646674,0.7252747252747253,0.13536895674300253,0.2192399863060596,0.39215686274509803,0.45063207928802573,0.16531082181695622,0.12753721442972887,0.6601941747572816,0.12293853073463268,0.198740157480315,0.36283185840707965,0.4109820996613449,0.4226241731651879,0.15385797869177312,0.9285714285714286,0.3951219512195122
sm7-40,sm7-40,0.20027310315937613,0.15734833906336498,0.7833333333333333,0.14608739837398374,0.22365069739235924,0.4187254901960784,0.5716999418491953,0.1755192552973778,0.1509730023538577,0.75,0.12301387137452711,0.19610963748894786,0.3927790346907994,0.5520744680851063,0.16234361812646925,0.13910274404288187,0.7088607594936709,0.11453051232732994,0.1805665349143611,0.36142687710975274,0.5139860139860138,0.4278572631608403,0.15337650713036147,0.9166666666666666,0.3761792452830189
sm7-41,sm7-41,0.22485168266664993,0.1006588742687102,0.7592592592592593,0.22008547008547008,0.2665384615384616,0.3194053208137715,0.3565217391304346,0.18507504738547617,0.09430392708765253,0.7313432835820896,0.17085858585858588,0.22346832814122536,0.27028578407425496,0.3042937399678972,0.17018157356323332,0.08732555169800368,0.6842105263157895,0.1559244126659857,0.2125235404896422,0.25252525252525254,0.2816561477325852,0.4880344304405948,0.09911923101720645,0.8695652173913043,0.4861003861003861
sm7-42,sm7-42,0.21913073374596873,0.10724828124614907,0.6060606060606061,0.206353653070372,0.27906976744186046,0.3294239750908147,0.4404121110176618,0.17912692228610907,0.09650479962578462,0.5783132530120482,0.16159754224270353,0.22168917556944168,0.2720833333333333,0.37820332080200497,0.16218801001436525,0.08758771077950607,0.5425531914893617,0.1452046300124018,0.1967454607742378,0.25063025210084033,0.34349390919158346,0.48140337784104104,0.11511623772752459,0.8125,0.47947454844006565
sm7-43,sm7-43,0.2194842361108799,0.10116774566841488,0.7592592592592593,0.20881782945736435,0.2665384615384616,0.30360681114551086,0.3972602739726027,0.181874299980298,0.09432521128207033,0.7313432835820896,0.16247412008281575,0.2222222222222222,0.2655874190564292,0.32608695652173914,0.16513490664757716,0.08652223967804697,0.6842105263157895,0.14892623716153128,0.20781818181818187,0.24515353311135774,0.30097087378640774,0.5007321963068933,0.10057022941387325,0.8695652173913043,0.4852813852813853
sm7-44,sm7-44,0.21027580663886608,0.10075914092339593,0.7592592592592593,0.19900990099009902,0.2585858585858586,0.31033509700176365,0.3333333333333333,0.1732084280667215,0.09297008566368116,0.7313432835820896,0.1570648343904158,0.21334052499101042,0.25622931285581885,0.27906976744186046,0.15791345276372087,0.08582718360774408,0.6842105263157895,0.14394765539803706,0.19159574468085108,0.23178260869565212,0.25263157894736843,0.4661724919964997,0.11234364019803587,0.896551724137931,0.4511904761904762
sm7-45,sm7-45,0.20946514699963573,0.10799091494789259,0.6060606060606061,0.19680464778503992,0.2667848280751507,0.32628048780487806,0.4404121110176618,0.1716635032027729,0.09637540159328127,0.5783132530120482,0.15408357075023743,0.20360387643852212,0.2589190981432361,0.37820332080200497,0.1538821802303369,0.08715327963023752,0.5425531914893617,0.13813664596273292,0.18012820512820513,0.2288717816017596,0.3315444711538461,0.4642103951593882,0.13087175852015004,0.84375,0.43902439024390244
sm7-46,sm7-46,0.20585070924773005,0.10190091329276382,0.7592592592592593,0.18743970673355198,0.2476744186046512,0.29148837209302325,0.3770466118292205,0.17019680880191984,0.09342830743534943,0.7313432835820896,0.15170385746410656,0.20762766645119587,0.2404768041237113,0.30463936208771286,0.15430074918360281,0.08591151729901651,0.6842105263157895,0.13630648878955087,0.18879566283722732,0.22231800766283522,0.2696693121693121,0.4613913575164541,0.11093835894576788,0.896551724137931,0.45222154595252584
sm8-1,sm8-1,0.20968322183964974,0.06329936354256226,0.38461538461538464,0.2126761717469682,0.25842696629213485,0.27604430379746836,0.31960470085470083,0.16620538945912633,0.04779452927181607,0.30097087378640774,0.16893678591029287,0.19863247863247865,0.22610575324243432,0.2465686274509803,0.15443687607249487,0.043409563046216584,0.2767857142857143,0.15721610039791858,0.18536470588235296,0.20922077922077922,0.22626287001286996,0.335148191789737,0.09039508262628908,0.75,0.3157894736842105
sm8-2,sm8-2,0.18705608304564977,0.06611279926844583,0.37735849056603776,0.17387596899224805,0.23730158730158732,0.27613122171945703,0.3013235294117646,0.15612691905794554,0.05299599828009238,0.3333333333333333,0.14893617021276595,0.19230769230769232,0.22320261437908495,0.2479518072289156,0.1428212626263974,0.04801815337163674,0.3,0.1356837606837607,0.17773109243697482,0.20247608831679628,0.2265508684863523,0.3464197708020109,0.10315814061448272,0.65,0.3235294117647059
sm8-3,sm8-3,0.17079450480434985,0.042689073423674666,0.3375,0.16911618669314796,0.20454545454545456,0.21255050505050505,0.23124497991967857,0.13944278800589072,0.03398459636981469,0.27450980392156865,0.13821138211382114,0.16194376194376195,0.17272727272727273,0.19144736842105262,0.12719947748090638,0.03059172973594237,0.24561403508771928,0.12543706293706294,0.14836817015034837,0.1629120473022912,0.16990649350649345,0.4017172842128747,0.0856528067059898,0.7272727272727273,0.3994288045695634
sm8-4,sm8-4,0.15784316642698323,0.04459834405672794,0.2911392405063291,0.14918072878454391,0.19572921399363927,0.2193587662337662,0.23890056758461214,0.1315182067081994,0.033443455122342265,0.22772277227722773,0.125,0.15866043613707165,0.17701880530973452,0.19609195402298848,0.1205097106766104,0.030160155110073163,0.20535714285714285,0.1155165840640488,0.1417412935323383,0.16462758982428533,0.18144079555966694,0.44575092922412757,0.08467059600615842,0.6470588235294118,0.4246212121212121
sm8-5,sm8-5,0.21418923471302553,0.06661162036920674,0.4027777777777778,0.21951219512195122,0.26436781609195403,0.2884056019391328,0.3241552956465235,0.16971238434544333,0.05002292610929315,0.3157894736842105,0.17453460407945132,0.20512726940972542,0.22449103003426726,0.24968102073365206,0.15577991039659506,0.045415671652341054,0.2857142857142857,0.15959192409217376,0.18574953271028039,0.20437956204379562,0.22721818181818165,0.3598254553502318,0.09755580161186218,0.75,0.35135135135135137
sm8-6,sm8-6,0.1975220017139328,0.04379628091283465,0.3375,0.18903903903903904,0.2357843137254902,0.2538109345542688,0.2669678714859437,0.1562284985376094,0.03348557268804528,0.27450980392156865,0.153189479802383,0.18618331053351572,0.19659556130144365,0.20723117532647944,0.14504967029713986,0.030014486919375215,0.24561403508771928,0.14285714285714285,0.1717171717171717,0.1774467054263566,0.1906326312576311,0.4378132168642587,0.08646121979598279,0.7272727272727273,0.43050193050193053
sm8-7,sm8-7,0.1372681862909999,0.09347419857937819,0.7903225806451613,0.12043956043956044,0.14374079528718703,0.1657516711705305,0.1806766917293232,0.11255712208908174,0.08716244654744885,0.7160493827160493,0.0967741935483871,0.11590163934426231,0.1301304347826087,0.143559718969555,0.10489864011085206,0.08215349124692473,0.6666666666666666,0.0931782945736434,0.10921865536038766,0.12152173913043478,0.1333105100992809,0.44034667731811383,0.11172681021853077,0.9444444444444444,0.4358974358974359
sm8-8,sm8-8,0.14457586483399454,0.03260465711337816,0.27848101265822783,0.1454598883338231,0.17073170731707318,0.18181818181818182,0.18566827697262475,0.11996252694372872,0.02758092793912164,0.22772277227722773,0.11956299775372678,0.14374079528718703,0.15016129032258063,0.15740740740740738,0.11053819494602948,0.026069075318550457,0.20909090909090908,0.10891557859065085,0.1308411214953271,0.1404778761061947,0.14767441860465114,0.3194471915219768,0.09441546450677624,0.5428571428571428,0.3333333333333333
sm8-9,sm8-9,0.1319126210555491,0.08102405714830432,0.7142857142857143,0.11366305624429074,0.1438095238095238,0.1590056428244624,0.17295700276590384,0.10859694996667527,0.07694828975307633,0.6790123456790124,0.09454139178548628,0.11314191960623463,0.12767722473604826,0.13890824622531936,0.10089477079195663,0.07390293622755208,0.6666666666666666,0.09000900090009001,0.10653923541247486,0.11613372093023255,0.12505058453237394,0.43111841426460834,0.10358016520084298,0.8055555555555556,0.4131994261119082
sm8-10,sm8-10,0.1771162535156096,0.05706971577436533,0.3047619047619048,0.18019480519480519,0.22708528584817245,0.25443381180223285,0.2627777777777778,0.14298897031457158,0.04314871494079188,0.2318840579710145,0.1483983983983984,0.1825864276568502,0.19844483568075116,0.20603448275862069,0.130088902766218,0.03778205461667709,0.21794871794871795,0.13499339747217506,0.16668737381580992,0.1787037037037037,0.18407329673877945,0.3685215479627954,0.10452392646569748,0.6363636363636364,0.35599078341013823
sm8-12,sm8-12,0.15973132810710153,0.044516849015868235,0.4050632911392405,0.14775828460038987,0.18240469208211146,0.2101190476190476,0.24471341728180632,0.12820957269142436,0.03516460728211464,0.32075471698113206,0.12054334554334555,0.1456818181818182,0.16612971088537598,0.19538121759170346,0.1197619914390693,0.03159712330455638,0.29914529914529914,0.11363636363636363,0.13645128205128207,0.15163329820864066,0.1757707811308421,0.46025227016241665,0.10254852853529711,0.75,0.47368421052631576
sm8-14,sm8-14,0.12019158009981372,0.04221633771683744,0.27472527472527475,0.1116780045351474,0.14833333333333337,0.17183203270159791,0.19304136874361583,0.1039042223416659,0.03323366014617201,0.22608695652173913,0.09852455833818677,0.12412280701754387,0.14445706768715616,0.17117117117117117,0.09498878493782771,0.029757469666689317,0.1984732824427481,0.09167308635058477,0.11405835543766582,0.13188161824599512,0.1525648470770421,0.3670192658971258,0.07979202804990904,0.5609756097560976,0.35424710424710426
