,compn,exp. pKa,pKa predicted by models:2-6,pKa predicted by models:3-3,pKa predicted by models:2-1,pKa predicted by models:1-2,pKa predicted by models:1-3,pKa predicted by models:1-9,pKa predicted by models:3-9,pKa predicted by models:1-8,pKa predicted by models:1-0,pKa predicted by models:1-5,pKa predicted by models:3-8,pKa predicted by models:1-4,pKa predicted by models:1-7,pKa predicted by models:1-6,pKa predicted by models:1-1,pKa predicted by models:3-5,pKa predicted by models:2-2,pKa predicted by models:2-3,pKa predicted by models:2-9,pKa predicted by models:2-8,pKa predicted by models:2-5,pKa predicted by models:2-4,pKa predicted by models:2-7,pKa predicted by models:2-0,pKa predicted by models:3-2,pKa predicted by models:3-4,pKa predicted by models:3-7,pKa predicted by models:3-6,pKa predicted by models:3-0,pKa predicted by models:3-1,consensus
69,sm7-25_neut->an,4.49,4.7714176,4.4133515,4.8845143,4.8995347,5.2465715,5.2922754,4.5753794,5.4485745,5.5049386,5.3840427,4.6251764,4.463035,5.903695,4.8776903,5.5257635,4.3023458,4.0006003,4.694021,5.0006847,4.3051953,4.8563347,4.7439075,4.9812307,4.987602,4.1591773,4.332864,4.7069345,3.6968474,4.6035857,4.2261915,4.771080116764192
70,sm7-26_neut->an,4.91,5.860823,4.5594435,6.157187,6.345661,5.876363,6.337289,5.6512303,6.4423385,6.0145397,7.8437457,6.9469795,4.971832,7.6089783,5.735491,5.9946203,6.7605596,5.234263,4.574701,6.1390085,6.048867,6.7430887,5.1174974,6.538147,6.178315,5.8816757,4.5456514,5.6536074,5.6989164,5.656164,5.222657,5.911278744974444
71,sm7-27_neut->an,10.45,10.709692,10.626678,11.431801,11.000162,11.025163,11.53138,12.190302,13.089195,10.898713,11.9899,12.722354,11.164862,11.901533,10.786016,11.237926,11.252178,10.403705,11.324069,11.079363,12.251461,10.497768,10.592415,10.629387,11.272419,12.356026,12.208818,10.528748,10.9776745,10.600746,10.931939,11.279432026032477
72,sm7-29_neut->an,10.05,11.082232,11.558477,12.179527,11.461568,11.799614,10.560616,12.054838,12.469608,11.315178,13.247344,12.948325,11.806728,12.634586,10.504857,12.06018,12.233658,10.41002,12.189883,11.30423,12.355356,12.214633,10.722553,11.438101,11.987978,11.688411,12.264366,11.203745,10.726688,12.875852,11.25136,11.696790750565068
73,sm7-30_neut->an,10.29,9.78665,9.777993,9.585466,9.870496,9.658813,10.023363,10.280661,10.4549885,9.724847,10.022902,9.868603,10.035538,9.187063,9.649265,9.964197,11.8183,9.140836,9.599754,11.087212,9.529051,10.779542,9.716789,8.893972,10.890889,9.1997385,10.170089,10.040543,8.8216915,9.861867,9.336695,9.905413351981869
74,sm7-31_neut->an,11.02,9.926743,10.155527,10.065928,10.4976425,10.375082,11.430681,11.344663,12.657412,10.590269,11.54876,12.183952,10.870052,11.335556,10.289992,10.713119,10.954597,9.340559,10.585726,11.049383,10.46343,10.825423,10.475191,10.475337,11.491657,9.531286,11.329396,9.939719,9.84605,10.85573,9.8372555,10.70987487669914
75,sm7-32_neut->an,10.45,9.871665,10.2865925,10.029642,9.990001,9.889664,10.126536,11.161664,11.0695095,10.322007,11.332362,10.721994,11.300499,13.099668,10.735888,10.164632,11.150232,9.808565,10.748765,10.683435,10.17685,10.802988,10.0175295,10.9164505,11.027658,10.484444,10.8539,10.44698,9.463184,10.752895,9.793924,10.570326657449046
76,sm7-34_neut->an,11.93,10.692379,9.335863,10.463942,10.546607,10.252523,11.679405,10.965561,12.56333,10.598501,10.178282,11.836307,10.231727,11.057552,9.957725,10.766422,11.130264,10.368204,9.943947,11.399271,9.90753,9.959875,8.835672,11.218524,10.5983095,10.526289,10.165103,10.796832,10.750267,11.385442,10.326286,10.657030372619628
77,sm7-35_neut->an,9.87,10.303281,10.387543,10.322992,9.88284,9.878958,9.82231,10.676635,11.054684,10.542139,11.903997,11.013543,10.742077,11.619562,9.743125,10.180714,11.236363,8.87664,10.754503,10.405286,10.133075,11.077744,10.1814575,10.799126,10.874786,10.702771,10.895111,9.956491,10.054819,11.309334,9.374156,10.470195589373189
78,sm7-36_neut->an,9.8,7.620999,9.348314,8.432806,9.374233,8.179962,9.454918,9.433765,10.030438,8.885228,9.098474,8.60331,9.410629,9.888445,9.240643,9.181319,9.015623,8.303342,9.230022,9.783012,8.627382,9.338172,8.860912,9.996537,9.505253,8.946755,9.015285,9.833342,7.970585,10.033716,8.063549,9.113128117592105
79,sm7-37_neut->an,10.33,9.439596,9.391109,10.077807,9.946428,9.037659,10.616518,10.543096,11.348977,9.718779,9.469861,10.584651,8.838698,9.8182745,9.485875,9.593267,10.262428,9.671211,9.277807,10.8391285,9.523994,9.305996,9.425541,10.661639,9.930351,9.817465,9.746627,10.085317,9.750175,9.735218,10.018612,9.880390569625362
80,sm7-38_neut->an,9.44,9.393192,10.067295,9.279081,10.087967,9.177676,9.934607,10.014676,10.767445,9.471514,10.475125,10.666859,10.308151,10.408788,9.512035,9.566439,9.778035,9.130002,9.734556,10.265622,9.840723,10.342974,9.314881,10.217009,10.02655,9.605236,10.631764,9.09446,9.458359,10.420425,9.129527,9.856805599581811
81,sm7-39_neut->an,10.22,8.178242,8.683004,8.147724,8.750538,8.493218,10.199832,9.718069,9.206331,8.859489,8.887271,9.0483265,9.30023,10.148721,9.294289,8.233196,9.410431,7.9313464,8.378365,9.990119,8.689598,9.454462,9.930277,9.455869,8.53801,9.003244,9.060312,8.4778385,9.163714,8.980793,7.8442454,9.021842117309571
82,sm7-40_neut->an,9.58,9.640047,9.7122755,9.230486,9.89385,9.778391,11.002391,10.521575,11.517744,9.749819,9.814985,11.599312,10.062574,11.134182,9.929819,9.228038,10.776725,8.632179,9.737975,10.507719,10.034817,10.193588,9.575398,10.219879,10.786248,9.618522,10.765866,10.074984,9.808584,10.725325,8.87174,10.087904471120526
83,sm7-41_neut->an,5.22,6.104246,6.56839,6.1035604,6.515836,6.142628,5.582214,6.2137475,6.55818,5.8458905,5.781023,6.2871265,5.223453,6.9210205,5.8805685,6.501136,6.167438,6.215163,5.982897,6.0392814,6.0245256,7.071521,6.2311363,6.246551,5.656332,6.7896023,5.7009783,5.9425592,5.9164133,5.4795876,5.725261,6.085105379781416
84,sm7-42_neut->an,6.62,5.8372,5.8996606,4.774987,6.6072817,5.8761353,6.2766933,5.642436,7.0236764,5.604814,6.506242,5.010483,5.844131,6.203623,5.5684595,5.798654,6.68909,5.6768475,5.6755853,5.915122,5.6370726,6.8278055,5.583409,6.285781,5.3972907,5.913535,4.8819094,5.385181,5.2936535,6.0258627,4.7703257,5.840417650284306
85,sm7-43_neut->an,5.62,5.959009,6.581407,6.337242,6.9893847,6.054496,7.1282196,6.331144,6.9578276,6.8476257,8.031255,6.7744217,6.093368,8.443248,6.0758896,7.1444407,6.8727665,6.5174403,6.55339,6.202968,6.444268,7.0513916,6.1446843,7.1681223,6.410543,6.1405225,5.6413183,6.282359,6.343791,6.3412905,5.898452,6.5607188938510035
86,sm7-44_neut->an,6.34,7.446682,7.4518013,7.2899427,8.739367,8.124287,7.2574825,7.979127,8.315116,7.6061935,9.188719,8.218722,7.9482675,8.231594,7.3395915,8.110418,7.9816785,8.129195,8.153884,7.61104,8.071595,8.35493,7.6261554,7.839825,9.110956,7.753168,6.964985,8.028094,7.7637653,8.030514,8.006649,7.90366921394102
87,sm7-45_neut->an,5.93,6.930792,7.084711,6.207248,8.191676,6.803821,7.3547897,7.2545404,7.728296,7.151669,6.657875,7.941058,6.7722754,8.169776,6.9448156,7.0108485,7.097287,6.1994767,7.181447,6.5607467,7.384656,6.529973,6.4199486,8.52123,7.8809037,6.541492,6.1176863,7.172247,6.577456,8.030954,7.0062394,7.0759979272657825
88,sm7-46_neut->an,6.42,7.6224346,7.7478085,7.390285,8.550447,8.227018,7.4209447,7.6811185,8.441879,7.5272813,8.853578,9.053289,7.4691834,8.721273,7.4737935,7.915365,7.956717,7.040272,7.643859,7.383158,7.906363,7.225481,7.3292155,8.815392,8.48613,7.967887,7.0394278,8.012003,7.5053363,8.358385,8.0071945,7.844920032870386
89,sm8-1_neut->an,3.99,4.1663957,4.2291694,3.9250245,4.0809593,4.465239,4.736602,3.7993999,4.9092813,4.810161,4.1566133,3.7402596,3.1054125,5.0427046,4.0365486,4.067809,4.0136065,4.1354856,4.4209814,3.9891644,3.9004006,3.8556128,3.4493928,4.4833355,4.6433773,4.247109,3.0624504,4.2395935,3.7629337,4.5215025,4.4488993,4.143078226889334
90,sm8-2_neut->an,4.5,4.3383627,3.5523996,4.019062,5.6482296,4.2348757,5.1781416,5.273078,5.2981396,4.518084,3.330607,5.06511,4.9571767,5.6812363,4.5974064,4.1772633,4.5280104,5.0183983,3.9013362,5.0950747,4.898486,4.2093396,4.7045827,4.9135594,4.3837914,5.278695,5.2242565,4.8605447,5.3457913,4.3183928,4.7667956,4.703749272131151
91,sm8-3_neut->an,4.0,3.4432936,2.8230882,3.8487294,3.4537172,3.4866304,4.2117457,3.5065298,4.348771,3.7903914,3.8007622,3.3867335,3.9912825,4.4212685,3.6990995,3.6429467,3.983972,4.082095,3.6180854,3.1118603,3.6167102,3.986959,3.4295087,3.6735988,3.255784,3.8157425,3.1048822,3.8336036,2.8659458,4.063903,4.354038,3.69844122855894
92,sm8-4_neut->an,5.77,3.7527323,3.7924638,4.884013,4.686819,5.064892,4.315942,4.2915106,4.2784357,4.820776,3.7721286,4.3518333,4.4402547,4.9402094,4.24221,4.7060065,4.562957,4.780003,4.6854024,3.6832895,3.8069787,4.3783407,3.8797407,4.1881466,4.000577,4.9728327,4.047349,3.833973,3.616119,4.1891847,4.664694,4.367735940256426
93,sm8-5_neut->an,4.23,3.6498847,4.510005,4.8204036,4.1492314,4.8517914,4.6848745,4.1172657,4.117449,4.6754107,3.9142566,4.1941557,3.4640536,4.601321,3.8369894,3.8342075,3.3224459,4.2030926,4.7565184,3.6006708,3.9565592,3.4231567,3.7825332,4.62381,4.5234137,5.198241,3.2205753,3.4231844,3.6989245,3.8085737,5.002311,4.135332599147675
94,sm8-6_neut->an,4.17,4.1543126,3.247624,3.9006171,3.9350343,4.1930213,4.899829,3.4857898,5.0840235,4.1868086,4.439894,3.468915,4.1065106,4.904627,4.561751,4.03851,4.3321414,4.163586,3.934547,3.7228045,3.9970918,5.095785,3.7048693,4.532976,3.5419836,5.2491956,3.6089745,4.314542,3.9824576,3.7653909,4.4691772,4.167509353391586
95,sm8-7_cation->neut,6.63,6.0657215,6.0577965,6.234494,5.978305,6.1727514,6.7578955,6.3469706,6.354162,6.4217806,4.807595,5.71519,7.0983534,7.5556517,6.2780437,5.9653616,5.701441,6.2977085,6.011791,6.6640453,6.0392647,5.643536,6.862875,6.884103,6.8224745,6.049094,7.496937,6.1891565,7.17097,6.783223,6.3186293,6.366945847542055
96,sm8-8_cation->neut,2.78,1.5870314,0.6863408,1.9157252,3.7824683,1.6031675,1.274951,2.1350698,1.7122669,1.6537519,0.41145277,2.0807652,3.354237,0.54960823,1.8183007,1.8228278,1.6518793,2.130735,0.5101633,1.341816,0.93546057,1.63416,2.1217117,2.2765365,3.9104166,2.0869646,1.808928,2.4428792,2.3954558,2.7904773,1.5408249,1.8950443046323715
97,sm8-9_cation->neut,6.08,6.6979074,6.6775255,5.9978266,6.782116,6.8348126,7.1795025,6.8225956,6.7715235,5.909925,4.935116,5.9994216,7.1574073,7.743066,6.7502775,6.59437,6.107872,6.7259674,6.2604237,6.739698,6.0529623,6.1568794,6.715225,7.3136563,6.3775277,6.394685,7.5857916,6.8491716,7.25224,6.3883834,6.375392,6.588040908075148
98,sm8-10_cation->neut,7.71,7.431098,7.865705,9.185797,7.8245525,9.2344475,7.6984887,5.898667,8.3631,8.129625,6.601138,8.265165,8.533059,9.173418,7.5201197,9.523074,8.36659,8.306613,9.169223,7.30593,7.6917458,8.092768,9.16242,8.252253,8.773446,8.466921,7.662277,9.542944,8.677677,9.154759,8.928033,8.274550144441667
99,sm8-12_cation->neut,6.98,7.0394697,6.863019,6.8993745,6.9494104,7.134637,7.404104,6.343243,6.9786596,6.362134,6.30296,6.973295,7.087722,7.5670495,7.0206943,6.778722,6.336397,7.453416,7.037054,6.9419518,6.854046,6.262763,7.345498,7.595995,6.2480984,6.9765778,7.953557,7.5189753,6.6667633,6.9143443,6.7562,6.9531009883265344
100,sm8-14_cation->neut,7.27,6.613513,6.6919107,6.909705,6.7470293,6.842611,7.1851664,6.9812193,7.426431,5.678146,6.1107044,6.9494066,6.7264414,7.183258,6.8987675,7.0970907,6.469076,6.586824,6.981622,6.96035,5.8204336,6.3638096,7.3398566,7.0446844,6.424866,6.571669,7.1109266,7.1462793,6.77838,5.9111156,6.8088226,6.762261821992935
101,sm8-15_cation->neut,2.54,1.7018924,1.994575,2.7794714,2.1667156,2.069714,1.5459223,2.6437345,2.4178038,2.42057,0.3567853,2.2019382,2.389604,1.9923873,1.9911733,2.286255,2.4368896,2.2008772,1.9407835,2.2042694,1.9549699,1.9483867,2.03612,2.0186887,1.6387954,1.69978,2.4204445,2.1232843,2.699357,1.4844179,1.9082742,2.0714154871048462
102,sm8-16_cation->neut,5.1,5.2062464,5.6180315,5.7626247,5.2094464,6.2475224,6.31497,5.402686,6.145334,5.3444924,5.5041213,5.307315,5.643179,6.576555,5.300404,5.258499,5.257261,5.5635147,5.6557584,5.2772923,5.9264784,5.3270073,5.6874146,5.0759015,5.3932652,5.5375156,5.7895327,5.4422374,4.92558,4.266776,4.586359,5.472687770474342
103,sm8-17_cation->neut,6.58,6.614698,7.3076215,6.7331076,7.581949,7.1606174,6.865903,6.929635,7.3654943,6.9986205,5.3140287,7.173653,7.632305,7.8496766,6.632098,6.5832033,6.677081,7.1840005,7.1010633,7.004084,6.64083,6.1317673,7.407897,7.6936164,7.022447,7.169373,8.482708,7.004392,7.445559,7.375842,7.309779,7.0636468265902606
104,sm8-18_cation->neut,2.72,1.638381,1.5795298,2.2458432,2.4494343,1.6599503,1.9582801,2.714744,1.8439627,1.9609547,0.92235065,1.4101515,1.8665504,2.0804062,1.5468359,1.814117,1.9692798,2.2602952,1.8176267,2.3119192,1.5029283,1.232564,2.257751,1.3943801,1.6117082,1.2178893,2.5986607,2.2626226,1.602818,2.0992308,1.5614567,1.8746007094844694
105,sm8-19_cation->neut,4.93,2.9960413,4.8553295,4.8939495,5.3348804,6.378399,6.0259037,6.496975,5.958935,4.0773344,4.75173,6.1160326,6.0492454,5.5192423,5.371332,5.8450966,5.748148,5.3420887,5.134901,6.2524986,5.0955386,5.3546524,8.906846,5.838596,5.3368835,5.5871344,9.686843,5.4774942,4.5834684,4.5957694,5.9658895,5.629263806496898
106,sm8-19_neut->an,6.99,7.386195,6.911169,6.8763523,7.920976,6.0549126,7.3930187,6.9209633,7.3913403,7.176918,6.7138996,7.6947727,6.609779,7.0777464,7.5450954,6.3513145,7.322587,7.4877,6.4308176,6.280184,7.193019,6.0342355,7.1773825,7.2720175,7.024087,6.4011827,7.140584,7.537421,7.8771205,6.539747,6.752815,7.015656555544946
107,sm8-20_cation->neut,2.44,2.9970572,2.5407882,2.292095,3.438381,2.478664,3.2264273,2.1424522,2.1639762,1.3353477,1.3970401,1.3700767,2.816164,2.977103,2.9840755,2.4649565,2.321516,3.0654294,2.0842779,3.0344791,2.2652183,2.39126,2.5815725,2.710967,2.0347629,2.4452496,2.706672,3.0139818,2.1488605,2.0979052,2.2010849,2.4570271412018805
108,sm8-20_neut->an,11.44,13.292387,13.141502,12.46151,13.426421,12.02356,13.662097,14.032328,12.12696,12.012459,11.1421585,12.4847145,13.1803665,13.451056,12.626196,12.121136,12.534768,13.021206,12.594864,11.730686,11.800624,11.691879,12.450087,12.807638,12.3422,12.664387,12.355905,12.43992,12.419084,12.750199,10.982225,12.490662003794023
109,sm8-21_cation->neut,5.38,6.1299486,5.897231,5.415668,6.0380363,5.935594,5.5798054,5.6592817,5.668744,5.075784,5.450685,5.0047355,5.596109,5.1656165,5.7342386,5.7247186,5.624047,5.6503806,5.696144,5.30656,5.224284,5.885046,6.0291243,5.450787,5.9312124,4.744692,6.6537538,5.979679,5.966091,4.706639,5.057933,5.592340957887711
110,sm8-22_cation->neut,2.57,1.8714671,3.0502205,2.9236498,2.8463407,2.7106423,2.5949593,2.5980535,2.6485672,2.8204803,1.9612176,2.1629472,2.9121408,2.4224918,3.166383,2.7108302,2.2588882,2.2845678,2.793714,2.6668668,2.2826495,2.6803207,3.2332077,2.6255848,2.8660545,1.9965916,3.7880814,3.1018066,2.0691705,2.467252,2.222474,2.6228265091680707
111,sm8-23_cation->neut,2.65,2.948089,1.5225029,1.5662098,2.419353,3.0519075,2.1537886,2.9642837,3.551469,2.77141,2.2006915,2.4871035,2.46072,2.523053,3.0265067,3.0080028,3.004417,1.944509,2.300777,2.5602584,2.3038058,2.3649168,2.381877,2.3951907,3.093288,2.5888703,2.863146,2.770142,3.0450854,2.4004865,1.6404605,2.547171651163409
112,sm8-23_neut->an,9.02,9.881159,9.260971,8.663942,10.134712,10.056885,10.453786,9.745745,9.714027,9.201534,9.395132,10.193954,9.035072,10.019555,8.779022,9.100757,10.000892,9.795202,9.233505,9.698068,9.902502,10.104363,8.905226,10.069449,9.672632,10.096416,9.823326,10.11384,8.976123,9.995693,9.221027,9.621436135076706
