,compn,exp. pKa,pKa predicted by models:8-9,pKa predicted by models:6-2,pKa predicted by models:6-3,pKa predicted by models:6-9,pKa predicted by models:6-8,pKa predicted by models:6-5,pKa predicted by models:7-2,pKa predicted by models:7-3,pKa predicted by models:6-4,pKa predicted by models:6-7,pKa predicted by models:7-9,pKa predicted by models:7-8,pKa predicted by models:6-6,pKa predicted by models:8-2,pKa predicted by models:7-5,pKa predicted by models:8-3,pKa predicted by models:7-4,pKa predicted by models:8-8,pKa predicted by models:7-7,pKa predicted by models:7-6,pKa predicted by models:8-5,pKa predicted by models:6-0,pKa predicted by models:8-4,pKa predicted by models:8-7,pKa predicted by models:8-6,pKa predicted by models:6-1,pKa predicted by models:7-0,pKa predicted by models:8-0,pKa predicted by models:7-1,pKa predicted by models:8-1,consensus,std. dev.
66,sm6-23me_cation->neut,5.45,5.999855,6.0570865,6.6347504,6.5562997,4.844819,5.5015583,6.3061585,6.8107276,5.134701,6.603448,6.2454314,5.1185207,4.73711,5.835542,6.4168134,6.540121,4.3789706,5.5298915,6.711501,5.664527,5.564166,5.72874,7.5919647,7.1161466,5.311911,7.599041,5.829865,5.2683363,6.7521615,6.0324388,5.995890454323061,0.7841515929748183
67,sm6-24_cation->neut,2.6,2.5677757,3.4115605,4.0770807,3.3182244,3.1360965,3.158409,3.5661378,3.3110838,3.2627716,3.179265,3.1751623,3.6571264,3.0367575,3.4161372,2.8296514,3.9612947,2.9493291,2.7986126,3.6514108,2.9697857,2.5873537,2.5841699,3.5243616,3.288396,2.4952145,2.9385118,2.992955,2.900597,3.6522093,4.045166,3.1949228271361316,0.4290987750648286
68,sm7-25_neut->an,4.49,3.7181683,4.796919,4.474682,4.031516,5.462859,5.125847,5.8213916,4.7213,4.580961,4.5871134,4.791552,5.124346,4.8477874,5.5746155,4.9046674,5.2853146,4.6132603,5.210695,4.581896,4.2707286,4.623533,4.857529,4.3147635,3.9281995,4.6319733,4.5555654,4.7525682,4.6718745,4.4980917,4.512832,4.721372573298793,0.44919358993056946
69,sm7-26_neut->an,4.91,5.191693,5.7591734,5.1127443,5.2328677,6.4008045,6.489808,6.6551228,5.853264,5.017481,5.621407,6.032419,6.085499,5.483821,6.784682,6.2304263,5.3765216,5.427948,5.854549,5.0625787,5.7798386,5.5896916,5.601239,5.4186916,4.9450507,5.2045755,4.8035316,6.048875,5.7143955,5.839526,5.4181533,5.643431560762467,0.5140735959682317
70,sm7-27_neut->an,10.45,11.556642,10.785696,10.843383,12.044929,12.679628,10.576527,11.500338,11.309456,11.294691,12.058777,10.994521,12.371499,10.999848,12.000068,10.62136,11.027141,10.627176,13.169943,11.5729065,11.193203,10.454959,11.251635,11.111034,12.332323,10.80442,10.74193,11.00386,11.080801,10.990345,11.370445,11.316757546701739,0.6685014107809495
71,sm7-29_neut->an,10.05,12.353001,12.294703,11.421395,12.006189,12.134655,11.770569,12.060496,12.194395,11.32456,11.829065,12.278816,12.022181,10.873243,11.687437,11.274775,11.520983,12.173564,12.606141,11.7397375,10.9103985,10.940001,11.892611,11.700745,12.213644,11.067384,11.383398,11.71624,11.54095,11.734062,11.618128,11.688176302756032,0.5332098580029335
72,sm7-30_neut->an,10.29,10.551846,9.4017315,8.761572,10.573344,11.175958,10.120249,9.82852,8.914994,9.8352995,10.664338,10.532039,10.660348,10.218946,9.779289,9.471609,9.433689,9.236237,10.6145735,10.742265,9.349072,9.7804165,10.617914,9.322689,10.991684,9.383984,9.385622,10.624153,10.458322,9.802376,10.274268,10.025720874417212,0.6313163510498905
73,sm7-31_neut->an,11.02,11.439484,10.331865,9.673668,10.731684,11.984432,11.256292,9.8725605,10.873989,10.389506,10.288033,10.554529,11.715067,10.336422,10.168149,10.936724,10.231981,11.149164,11.896011,10.501035,10.128776,10.523573,10.296589,10.757394,11.830265,9.770388,9.87101,10.584116,10.964983,10.352085,10.337638,10.669916507351783,0.6183520561523161
74,sm7-32_neut->an,10.45,11.882566,10.642945,10.469095,11.119857,11.170501,11.244125,11.313721,10.31604,10.380255,10.576703,11.28302,11.439079,10.24722,10.735146,11.405928,11.079522,10.29365,11.76614,10.327171,9.976382,10.778063,11.296463,9.984179,10.853422,10.024595,10.794798,11.751191,11.621141,10.55636,10.547066,10.849236925186649,0.5454209558407601
75,sm7-34_neut->an,11.93,11.554385,10.15295,9.107399,12.196187,11.264496,11.640153,10.049032,10.826164,8.989029,10.051937,11.219264,11.585962,10.349995,9.925363,11.471754,10.579269,9.950163,11.355614,10.17811,10.601191,11.062658,10.31827,9.340439,10.81196,9.741194,10.828323,10.785458,11.245579,10.929961,10.825695,10.673159804805632,0.7909470061505266
76,sm7-35_neut->an,9.87,11.461881,10.73065,10.084926,10.929745,10.919142,10.928141,11.055941,10.561871,10.392045,11.0840025,10.97013,10.514738,10.314213,10.363095,11.17333,10.509293,9.989496,11.164652,10.885362,10.229858,10.605883,10.432308,10.248562,11.191259,9.440302,10.709173,10.904161,10.785455,10.605659,10.553258,10.632533200171686,0.43428004950960986
77,sm7-36_neut->an,9.8,8.738581,8.436935,8.833662,8.228117,9.19851,9.360867,9.221418,9.152929,8.985416,9.107907,8.757865,9.562773,8.134819,8.722002,9.045509,9.588057,8.734756,9.38702,8.49008,7.946698,9.131304,9.519791,8.868982,8.539728,8.237368,8.738844,9.506178,9.436326,8.889578,9.26721,8.953846156212592,0.463917619279111
78,sm7-37_neut->an,10.33,10.071339,10.485719,9.6594095,11.223364,10.402535,11.014311,10.381598,10.6208935,10.3598995,9.506265,10.2758255,10.58739,9.612118,10.582117,10.151349,10.622298,9.903476,10.771516,9.464791,10.181795,11.047729,9.074553,10.390901,10.866712,9.989954,10.034119,9.790672,10.325443,9.943455,10.221241,10.254606003299836,0.4870658109003701
79,sm7-38_neut->an,9.44,10.229946,9.912844,8.906337,10.474024,9.710846,10.009798,10.483715,9.182486,9.90452,10.434464,9.7764015,9.600004,9.233154,9.469875,10.169773,9.918534,9.929808,11.0332365,10.064769,9.801937,10.11652,10.132589,9.669591,9.972011,9.23812,9.799765,10.14029,9.821708,9.659512,9.8269005,9.87301541728358,0.4276107669472866
80,sm7-39_neut->an,10.22,8.869982,9.393703,8.283215,9.353467,9.535412,9.891979,9.058968,8.650116,8.846905,8.359174,8.913443,9.880478,8.753503,9.079668,9.509001,9.7639265,8.991082,10.210812,9.115803,8.723262,9.883146,8.753003,8.778053,9.112562,8.812161,7.706721,9.09291,8.799513,7.810357,8.158102,9.042271805424845,0.6200461345694893
81,sm7-40_neut->an,9.58,10.896555,10.35624,9.221374,11.047228,11.003327,11.090055,10.482211,9.856163,10.498413,11.29484,11.00063,11.162517,10.064013,9.573103,11.3247595,10.029161,10.907445,11.327281,10.843366,9.254516,10.753892,9.862938,10.375623,11.109217,9.282604,9.217371,10.5049305,9.756556,9.046812,9.576643,10.332251059009183,0.7272547078832988
82,sm7-41_neut->an,5.22,5.893247,6.306134,5.7713027,5.8843713,5.862507,6.727201,5.8141174,5.878601,5.628691,7.0679884,5.6686053,6.3381643,5.7963243,6.295358,6.2532625,5.89663,5.3877263,6.145712,6.123638,5.387579,6.9040813,6.5046186,6.008607,6.6480255,5.4430113,5.492876,5.5887556,5.8558903,6.6451406,6.448018,6.028586625129946,0.4652353704293232
83,sm7-42_neut->an,6.62,5.333082,5.5367064,4.9385557,5.313766,5.199872,6.6134734,5.6660576,5.729639,5.148931,6.8067746,5.240694,4.7266355,5.422361,5.9373884,7.18766,6.5526314,5.5801096,5.4866905,5.846157,4.5450125,6.258628,6.1331434,5.228847,5.8497868,5.0582523,5.818797,5.667801,5.2109394,5.991699,5.541107,5.683587077971428,0.609371010001514
84,sm7-43_neut->an,5.62,5.7655115,6.7540255,6.1166935,5.9079375,6.6708302,6.727022,6.307295,6.165057,5.8292828,7.2154765,5.457303,7.01101,5.230785,6.5489197,6.8844137,6.8531137,6.355966,6.780612,6.067686,5.658843,6.623022,6.9726925,6.0196657,7.378454,5.3941493,6.2106423,6.8571754,6.5822473,6.181576,6.0711446,6.329630747764342,0.5495798958608321
85,sm7-44_neut->an,6.34,8.484384,8.194436,7.6318474,8.46142,7.9022727,7.9018965,7.6018257,8.152501,7.8240037,8.176233,8.91003,7.881821,7.4520316,7.947828,8.410566,8.048988,7.8427515,8.252434,8.32793,7.23611,8.741478,8.449918,8.029666,8.756821,7.559531,8.08362,7.959526,8.148525,8.241617,8.289692,8.040055023931687,0.4878596426111906
86,sm7-45_neut->an,5.93,6.771501,6.874402,6.459389,7.098334,7.4794087,7.1387157,7.027479,6.776638,7.2665415,8.280541,6.5821495,7.5297375,6.4392896,6.680114,7.3657084,8.046179,7.130429,7.144531,7.9879727,6.1361575,7.4129014,7.696887,7.021033,8.435017,6.4720087,6.8404346,7.603291,7.1597147,6.9609194,6.912985,7.118077714366298,0.5784351587255694
87,sm7-46_neut->an,6.42,6.9871855,7.9797654,7.551948,7.507435,7.8538275,8.193277,7.960884,7.710895,7.1203966,8.574335,7.5164313,7.6890297,7.3188524,7.6332273,8.779686,7.6008687,7.7841525,7.3913054,7.5828867,6.6176195,8.493517,8.219245,7.388063,9.383347,7.038309,7.9017944,8.657959,8.116819,7.9380083,7.960824,7.770061121294576,0.6153627942536877
88,sm8-1_neut->an,3.99,4.394972,4.5417395,4.335099,3.663455,4.077649,4.886032,4.4055457,4.866882,3.9861856,4.2533474,3.736517,3.6118374,3.90554,4.1612253,3.9977741,4.567892,3.9063463,3.973588,4.31274,3.8447561,4.678377,4.8269057,3.7346816,4.388688,3.9148378,4.0240507,4.6895776,4.9310827,4.5029335,4.0929832,4.2323626315209175,0.379259364362981
89,sm8-2_neut->an,4.5,5.1659946,5.43308,4.3382244,5.767596,5.060107,4.7889423,4.7221713,4.517644,4.823746,5.0273952,5.0084996,4.9619694,4.6834335,4.601118,4.377312,4.318718,4.417803,4.900053,4.503154,5.5285892,4.958705,5.459687,4.7628517,4.8235435,4.348097,5.216408,5.130569,4.6849732,5.3129253,4.944196,4.873790541002827,0.37527454620682893
90,sm8-3_neut->an,4.0,3.1444707,3.5146275,3.5173426,3.7710047,3.7157636,4.4858437,3.6117163,3.8964994,3.9139118,3.48373,2.7392206,3.0023594,3.257115,3.3118622,3.5177302,3.874463,3.5389628,3.9587731,3.3616765,3.4325094,3.7012727,3.8054876,3.309125,3.708847,2.871224,4.1383753,3.2592275,2.8796015,3.8602126,3.8010445,3.5607741955787904,0.38823969078138354
91,sm8-4_neut->an,5.77,5.066106,4.9227595,4.4990053,5.4602985,4.107985,4.466078,4.8323674,4.834098,4.4907837,3.8824592,4.5780897,3.666625,3.6155868,4.513074,4.099152,4.323371,4.5687733,4.3414264,3.8369899,4.108468,4.014763,4.1453366,3.7590837,3.7575088,3.6417828,4.269756,3.8420672,3.7619743,4.610277,4.1938777,4.321933008624661,0.5218379784729061
92,sm8-5_neut->an,4.23,4.09951,4.6986814,4.1945424,4.917352,3.7871375,4.14242,4.916032,4.9234734,3.9747953,3.5898228,4.0213037,3.8711233,3.1712947,4.597837,3.9752736,5.097461,3.834116,4.334081,3.2109642,3.2841501,3.795146,4.6235676,3.9447575,4.22157,3.498406,3.849586,4.142482,4.1393275,4.492156,4.2595525,4.123803953355359,0.4928014362081519
93,sm8-6_neut->an,4.17,3.3897958,4.3295813,3.8076754,3.5829415,3.8274727,4.555191,4.11951,4.46484,4.406732,4.1943264,3.21244,3.543004,3.715467,4.6596317,3.9569468,4.0405116,4.13387,3.684235,4.2699447,3.8316536,4.5632067,4.031989,3.5216308,3.7339616,3.6800566,3.9001923,4.3091364,3.7255132,3.7637138,3.8062744,3.9655305084105463,0.35999366502131525
94,sm8-7_cation->neut,6.63,6.9591503,6.6867433,6.556009,6.661419,5.91062,5.999856,6.7050767,7.032295,6.968162,6.8039603,6.2901807,5.6464214,6.1485386,6.597325,6.2135615,5.9059124,7.043021,5.8700247,6.096546,6.1491485,6.1810627,7.1408386,7.615902,6.6619525,6.834249,7.0054684,7.178898,7.0642395,6.6350102,6.682257,6.5765757985268865,0.4629670644221321
95,sm8-8_cation->neut,2.78,1.7744365,2.269051,1.983263,2.6711411,1.385613,1.9450254,2.010023,1.3665009,1.4655805,2.0273647,1.6221857,0.92461586,2.5886908,3.0476255,2.4871058,1.5539169,1.4466724,1.2355924,1.8507419,2.414198,1.9858618,2.8199425,1.1765585,2.5626822,3.0792887,1.6422567,2.822308,2.9168074,1.7859688,1.8008237,2.046511058807373,0.595945168590188
96,sm8-9_cation->neut,6.08,6.6862183,7.030278,6.3705792,7.2982674,5.8875513,6.3158703,6.568616,6.607281,6.9192667,6.9916997,6.9394736,5.799365,6.7693977,6.710853,6.339295,6.6052732,7.1521697,5.7903852,6.5280676,6.401557,6.36248,6.9743977,7.3243265,6.8418713,7.013341,7.0565176,6.983079,6.791669,6.972968,7.1067104,6.684478254625874,0.41094564462283256
97,sm8-10_cation->neut,7.71,6.752178,8.542126,8.224577,6.8876033,7.8293705,7.1021814,8.537049,8.515306,7.1604443,7.0499716,7.195648,7.8680663,7.918576,9.0609045,7.2220273,8.485811,6.729652,7.806135,7.0959034,8.421511,6.655177,8.377668,8.748287,7.992465,8.290901,10.337757,7.417837,7.8196063,9.313928,9.015535,7.938200149536133,0.8533687740516677
98,sm8-12_cation->neut,6.98,7.1483827,7.373969,6.739349,7.055234,6.945313,6.2725916,8.024057,7.1305714,7.1334662,7.264224,6.769983,7.079323,6.9879417,7.525937,6.537634,7.310301,7.1016464,6.7043743,7.335522,7.2696786,6.6310663,7.401623,7.153039,7.0276117,7.18414,6.459137,7.212346,7.2134314,6.529455,7.397199,7.061243471945486,0.3523827939446406
99,sm8-14_cation->neut,7.27,7.158751,7.065644,6.6011496,8.108778,6.7829866,6.38842,7.2357035,6.114928,7.000389,7.3576307,7.2466974,6.7479186,6.603757,7.2044344,7.015041,6.363059,7.2383413,6.870649,7.296246,7.289272,7.0596523,6.5691924,6.444177,7.0749097,6.7524405,6.1129923,6.96694,6.9681187,6.0271206,6.587435,6.887831411669331,0.43749545942225404
100,sm8-15_cation->neut,2.54,2.1572123,2.136331,2.0554185,2.2195568,1.959517,1.8490496,1.4553833,1.7811332,1.9473743,1.999259,2.3195376,1.5652819,2.055171,2.2375774,1.6328368,2.500585,1.9924772,1.7316937,2.1140656,2.4218128,2.0654829,1.9853685,2.1257486,1.8669341,1.9669595,1.7871423,2.0024467,2.215034,1.8468852,2.0878556,2.020036498654273,0.24797338477925537
101,sm8-16_cation->neut,5.1,5.757365,5.49495,5.510313,5.8582315,5.47651,4.925497,5.6005087,5.733807,5.855844,5.3436985,5.456071,5.413027,5.3729553,5.9347634,4.974896,5.538847,5.8414736,5.5653667,5.6598086,5.1101985,4.7733307,5.2127147,5.9147143,5.002443,5.346381,5.0925198,4.961795,4.5665007,6.0091543,5.538059,5.417475626545568,0.3646390190754562
102,sm8-17_cation->neut,6.58,7.2667856,7.1643343,7.661186,7.7285256,7.170511,7.5160666,7.1886334,8.566548,7.6678257,8.044133,7.5570617,6.8643165,7.119549,7.183407,7.3982167,7.8761854,7.72025,7.238516,7.438792,7.3837495,6.997876,7.3730536,7.6070824,7.9522743,7.604253,6.9779673,7.251088,6.930867,7.118697,7.46352,7.406815239075691,0.3905582127279384
103,sm8-18_cation->neut,2.72,2.1495337,2.2486448,1.8979216,2.628228,1.4403377,2.5367775,1.6972046,1.4581394,1.8519258,1.951926,2.092266,1.0790014,2.0155325,1.9651492,2.059916,2.3869085,1.9055414,1.3514857,2.327766,2.1411798,2.5911093,2.3230672,1.9297054,1.7561371,1.6588016,1.0792961,2.359852,2.4879172,2.0085623,1.7724793,1.9958810720136089,0.42075537261088874
104,sm8-19_cation->neut,4.93,7.0986753,5.543308,4.4857917,6.7219625,6.027953,5.997004,4.967109,5.3740134,2.8299637,4.4522386,5.9608626,5.117551,5.954211,4.753086,5.401033,4.883202,1.4115386,5.3967223,3.7793832,6.220273,5.4738064,4.3755217,4.203045,4.4158545,4.570239,5.985955,3.9933333,4.447893,5.372921,4.5520434,4.990209508096019,1.101815202603605
105,sm8-19_neut->an,6.99,6.688632,7.3604164,7.9143715,7.794133,7.5045085,7.509781,7.042723,7.0826645,7.0044737,7.511429,6.5538926,7.138658,6.793572,7.082285,6.941367,7.4852414,7.3204064,7.3913283,6.7937274,6.7397137,6.540531,7.0570264,7.320135,7.151014,6.9866257,6.938806,6.8975363,7.2299185,6.9723506,6.8392224,7.115370665519468,0.3298025822530707
106,sm8-20_cation->neut,2.44,2.5809574,2.7917056,2.5827029,2.717012,2.077067,2.668569,2.536252,2.3416576,2.7466726,2.3927622,2.558939,2.1457849,2.5905626,2.666162,2.6724858,2.6113703,2.8463924,0.9591274,2.0450175,1.9361479,2.755596,2.912047,2.7176614,2.649976,2.539885,1.5155697,2.9404929,2.7451208,2.4454713,1.3439841,2.434617809787873,0.4550059929430197
107,sm8-20_neut->an,11.44,13.501696,12.844519,12.802889,12.894521,12.7241535,12.509982,12.753954,13.030718,12.249994,12.4696455,12.92241,12.145967,12.457202,13.166487,12.90439,12.573398,12.353583,13.051216,12.633431,12.7131605,13.082197,12.943988,11.613088,12.982173,11.810035,11.988348,12.522889,12.484907,12.945661,12.54584,12.6149174610261,0.45242515545465645
108,sm8-21_cation->neut,5.38,6.1654205,4.9100037,5.2555094,6.3676047,5.093602,5.413474,5.49701,5.020666,5.9999943,5.2936716,6.072206,5.0876517,5.2499995,5.575113,5.616957,5.484584,6.200819,5.0490184,5.512945,5.334287,5.73981,4.8233457,5.634427,5.1244097,5.0088806,5.6900377,5.579985,5.20548,5.4050245,5.7698975,5.469736633916055,0.3899081277233013
109,sm8-22_cation->neut,2.57,2.9887054,2.292624,2.750247,2.834076,2.7492845,2.7332802,2.0916605,2.4223843,3.01483,2.7586246,3.1858048,2.1795177,1.7805514,2.497758,2.852633,2.578498,3.3574073,2.80058,2.6763833,1.9050283,3.0739012,1.7920585,3.0345285,2.579093,1.764821,3.275686,2.8809733,2.699743,3.4086852,3.543473,2.6797690643802765,0.47097860566340677
110,sm8-23_cation->neut,2.65,3.122526,2.896328,2.4199166,2.4485483,2.701,2.9643824,2.9847178,1.8036952,2.2633796,2.9144883,2.7913928,2.5303044,3.6173143,2.8141665,3.571596,2.1773891,2.9069288,2.5303862,2.8390324,3.570632,2.9520698,2.7685862,3.0759358,2.8904138,2.4340587,2.073163,3.3589551,3.0766253,2.2717278,1.8311157,2.750025030874437,0.45691568109146913
111,sm8-23_neut->an,9.02,10.321932,9.797557,9.240825,11.333548,10.486412,10.180337,10.058975,9.562764,9.474167,9.070011,9.8117,9.95812,8.7391405,9.356604,10.352591,9.792622,9.436033,10.500471,8.798191,8.957573,10.229163,10.306809,9.747185,8.755471,8.95895,8.787343,9.664616,9.465328,9.155289,8.896973,9.619893520724387,0.6359157228973443
